P84077,Q9NZ52,1
P05067,Q92624,1
Q99967,P05549,1
P07333,P62993,1
P38398,Q99728,1
Q14643,P35219,1
Q96QZ7,P35222,1
P33992,P49736,1
Q13416,P49736,1
P27694,P49736,1
O43913,P49736,1
P25205,P49736,1
Q00610,O14964,1
P30281,Q9UBQ5,1
Q14190,P27540,1
P81133,P27540,1
P12004,P24522,1
Q09472,P18146,1
Q86UP2,P29692,1
Q86YN6,P03372,1
P51532,P03372,1
Q8TDD1,P03372,1
P18507,O95166,1
Q8IZH2,P46379,1
P42858,Q9BYW2,1
P54257,P42858,1
P42858,Q8IUH5,1
Q9NX55,P42858,1
P15923,Q02535,1
P08069,P35568,1
P62258,P08069,1
P06213,P35568,1
O60674,O15524,1
P02545,P20700,1
P02545,P36956,1
Q12982,P10415,1
Q13625,P10415,1
Q9NQC3,P10415,1
P10415,Q14457,1
P09917,Q14019,1
P13010,P12956,1
Q6VMQ6,Q9UIS9,1
Q13111,Q9UIS9,1
O75030,Q9Y6X2,1
O75030,P63279,1
P33993,P06400,1
P33993,Q9UBD5,1
Q03164,Q9UNP9,1
P20929,Q86TC9,1
Q9Y6H5,P37840,1
P41279,P19838,1
Q04206,Q8WUF5,1
P14921,Q9UER7,1
P31751,Q9UKG1,1
P07333,O15524,1
P01111,P52306,1
O00159,P22681,1
P52306,P61586,1
Q02548,Q04727,1
Q15036,P16109,1
P98161,Q13563,1
Q5JVS0,P63244,1
P51587,Q06609,1
Q06609,Q96B01,1
Q14565,Q06609,1
P17542,P25791,1
P16157,Q5VST9,1
P10644,Q92667,1
O15273,Q8WZ42,1
Q13315,P00519,1
P04629,P00519,1
P21580,Q86VP1,1
P04637,Q9NZC7,1
P19438,Q13200,1
P35968,P98077,1
P12830,O60716,1
P12830,Q75N03,1
Q01543,P15976,1
P40337,P61758,1
P40337,Q6IE81,1
P18887,P49916,1
P18887,Q96T60,1
P17028,Q15697,1
P21506,Q13263,1
P23246,Q15233,1
O15530,P41743,1
P51813,Q16825,1
Q16650,O14936,1
O15085,Q9ULL4,1
P45973,O43463,1
Q9BZI7,Q9HAU5,1
Q99963,Q96B97,1
Q9Y4J8,P11532,1
Q15642,P42768,1
O60828,P83876,1
O60828,Q9Y2W2,1
O60880,Q13291,1
Q06787,P63279,1
P51114,Q06787,1
Q06787,Q9UHK0,1
Q92834,Q96KN7,1
P28335,O75970,1
P10275,Q9Y6Q9,1
P10275,Q13772,1
Q15543,P20226,1
Q05209,O43586,1
Q05209,P29353,1
Q05209,P49023,1
Q92793,P41235,1
Q92793,Q13569,1
Q10567,O43747,1
P54253,P38432,1
Q9Y5Y5,P40855,1
Q05048,Q99728,1
O43543,O75771,1
O00623,P50542,1
Q92968,P50542,1
P52298,Q09161,1
P78352,P48050,1
Q15303,P78352,1
Q15303,P46937,1
O75925,P42224,1
P26599,P14866,1
P80217,Q13287,1
Q9Y618,Q96T58,1
Q9Y618,Q05516,1
P54257,O14964,1
P53618,Q9Y678,1
Q9UM54,P98082,1
Q9NPI6,Q13485,1
Q12830,P56270,1
Q9Y624,Q07157,1
O15085,O43157,1
Q16548,Q92934,1
P62312,P62316,1
Q9UK45,P62318,1
P62310,P62318,1
Q5T2W1,Q92887,1
P62826,P43487,1
Q99741,Q13416,1
O43294,Q14289,1
Q8NEZ2,Q99816,1
Q9HB71,P63208,1
Q13322,Q6Y7W6,1
O14807,Q12967,1
P54725,P55036,1
P54727,P55036,1
Q9UBF6,Q93034,1
Q13263,Q15047,1
O00623,O60683,1
O00287,P48382,1
Q9BWF2,Q12933,1
Q92843,O43521,1
Q06587,O00257,1
P63000,P52306,1
P63000,P53365,1
O14744,P54105,1
O15265,O43186,1
P13569,Q9HD26,1
O94992,O60563,1
Q99759,Q13163,1
Q9H6Z4,O14980,1
Q08379,Q9H8Y8,1
Q12972,O75530,1
Q96RI1,Q15788,1
P25205,P33992,1
P25205,O75419,1
P25205,O43913,1
P25205,O43929,1
Q09472,Q99967,1
Q99767,O94985,1
O15117,Q86WV1,1
O43741,Q9UGJ0,1
Q9UNY4,Q99459,1
Q9UPT6,P53779,1
Q8N2W9,O15105,1
Q15654,Q9HBW0,1
O75461,Q8N488,1
Q9NWF9,O00206,1
Q9UBF6,Q13616,1
Q9UQ35,Q9H307,1
Q07820,Q92934,1
Q9UER7,Q96EZ8,1
O15360,P51532,1
Q9Y572,Q13546,1
Q9UDY8,O95999,1
P61966,O43747,1
O94941,P68036,1
Q13113,Q5T2W1,1
P51159,Q96C24,1
Q99569,Q96RT1,1
A5D8V6,O14964,1
O75791,Q13480,1
Q9UNY4,Q9H078,1
Q9UNF0,Q9UKS6,1
Q9UKK3,Q14764,1
O75530,Q92769,1
Q9Y5X1,Q13444,1
Q9BY11,Q9UKS6,1
Q96JZ2,Q07912,1
O94829,P26367,1
Q9Y5N6,O00311,1
Q9UPM8,Q9Y6B7,1
O15116,Q9Y333,1
Q9Y333,O95777,1
Q9Y333,P62310,1
Q9Y333,Q9UK45,1
P62310,Q9UK45,1
P42704,Q66K74,1
Q9UJY1,P04792,1
Q13136,Q9Y2X7,1
Q92890,Q8TAT6,1
Q96RU7,P18848,1
Q92813,Q8TEY7,1
Q8NC51,Q12873,1
Q99708,P61968,1
P24864,Q13618,1
P63215,O14775,1
Q99523,Q9UJY4,1
Q5RKV6,Q15024,1
O15160,P0DPB6,1
Q9UNL4,Q04206,1
Q9Y678,Q9P299,1
Q8IYI6,Q96KP1,1
Q8TDR4,Q14582,1
O00311,Q9UBU7,1
Q96KR7,P62136,1
Q8NFD5,P51532,1
Q8NEZ2,Q9UK41,1
Q5RKV6,Q9Y3B2,1
P18615,Q8WX92,1
O95870,Q9BVK8,1
Q12933,Q99618,1
Q96AJ1,Q9BW66,1
Q12933,Q96EK7,1
Q9HAF1,Q969R5,1
P57060,O95257,1
O00214,Q13137,1
Q15038,Q96GG9,1
Q9Y6E0,Q9BUL8,1
Q15645,Q9H0W9,1
P53567,P55198,1
P41743,Q9NPB6,1
P46976,P13807,1
O95751,Q8TBB1,1
Q92934,P31947,1
P24522,Q13561,1
Q9NX65,Q9NWS9,1
Q96HA1,O95994,1
Q9NZ81,Q53G59,1
Q8WUB8,Q969R5,1
P37198,Q7Z3B4,1
Q9UH92,P60520,1
Q9UKG1,Q8NEU8,1
P51946,O60232,1
Q9UNK0,Q9UEU0,1
Q86YR5,Q5M9N0,1
P56545,Q9UIF8,1
O75340,Q9Y5Z4,1
O94972,Q9H5Z6,1
Q15038,Q6P1W5,1
Q13526,Q12933,1
O43739,Q969H4,1
Q8NHQ8,Q96NE9,1
Q96G97,Q96HH6,1
Q15006,O43402,1
O43765,P10451,1
Q96EZ8,Q9BQD3,1
P49366,Q9GZT8,1
Q99750,Q9H5Z6,1
Q96MT8,Q8N6Y0,1
P49902,Q6ZVK8,1
Q9UNK0,O43889,1
P62324,Q9UFF9,1
P78362,P26368,1
Q92609,P60520,1
Q9UNF0,Q9BY11,1
Q13501,P60520,1
O43765,Q9Y624,1
P35638,Q9BPX1,1
P53992,Q15437,1
Q9UJY4,Q9NZD8,1
Q15038,Q8N1L9,1
O76083,Q13049,1
Q96G97,Q9NZ43,1
Q99750,O94907,1
P43378,O95197,1
Q9NZD8,Q53H80,1
Q8WU10,Q96BW1,1
Q9BPX1,Q96HA8,1
Q9NZN8,O75175,1
Q8IYF3,Q5JVL4,1
O75528,Q96ES7,1
Q9UBT2,Q9UBE0,1
O95751,Q6ZN18,1
P98170,Q96HA8,1
O43617,O75865,1
P18206,Q9NYB9,1
P23297,P25815,1
P67775,Q15645,1
Q15038,O75886,1
Q8TBN0,Q6ZVK8,1
Q9UPT5,Q9BQD3,1
Q12933,Q05516,1
Q01844,O00308,1
P43686,P62195,1
P43364,O94818,1
O76071,Q9Y3D0,1
Q99750,Q5T681,1
P43364,Q96AJ1,1
O95967,Q96EQ0,1
P36406,P55040,1
Q92624,Q969V5,1
Q9UI36,P63279,1
Q15038,Q9UNA4,1
Q15645,Q15013,1
P14136,O00151,1
Q08379,P15622,1
P14373,Q05516,1
Q8TC92,Q8TBB1,1
Q9UMX1,Q8NEA6,1
Q99750,O43167,1
P38159,Q8TBB1,1
Q12933,Q9H0I2,1
Q12933,Q9NZD8,1
P26599,P09012,1
P40692,Q14134,1
Q9Y6C2,Q96QG7,1
Q12933,Q8N9N5,1
Q99816,Q6UWE0,1
Q7Z6G3,Q96HA8,1
Q96EZ8,Q9C0F1,1
Q12933,O43734,1
Q96CW1,O14641,1
P49247,Q8TBB1,1
P09012,Q9BQ61,1
O95379,Q9NPJ6,1
Q14919,Q9NRF9,1
P10124,O43765,1
Q9UBQ5,Q9Y262,1
O95751,Q9H9D4,1
Q12846,O75379,1
Q9H190,Q96CG3,1
Q9UBL3,Q9C005,1
Q9UQB8,Q9NZQ3,1
P09914,O14879,1
P21673,Q9BQ70,1
Q15645,Q9BSH5,1
P29972,Q99750,1
Q15046,Q13155,1
Q12933,Q8TBB1,1
P63279,Q13422,1
Q99750,P55055,1
Q9Y3C0,Q96AQ6,1
Q14738,Q13136,1
O75525,Q8N5R6,1
O95751,Q7L190,1
P36575,O14641,1
Q9UI14,Q8NI60,1
P49761,Q9BUV0,1
P43364,Q7Z614,1
Q9NWT6,Q96DX5,1
P61978,P43243,1
Q07869,Q96MF2,1
P49910,P13994,1
Q9NXR7,Q9NWV8,1
Q13526,Q8NF64,1
Q99750,Q96EN9,1
P46379,O95967,1
Q9UI14,Q9NZD8,1
Q6ZU52,Q9P2A4,1
Q15637,Q92841,1
Q8N7W2,O75864,1
P43364,O14832,1
P49366,Q6ZVK8,1
Q92841,Q9Y2W2,1
Q99750,Q9H0I2,1
P09913,O14879,1
Q13137,Q9Y4Z0,1
P26368,Q9UHX1,1
P14868,Q13155,1
O60941,Q12933,1
Q15102,Q8TBB1,1
Q8NEF3,Q8N6V9,1
Q9H190,Q9NP64,1
P43364,Q8N490,1
O00746,Q15645,1
Q9UNT1,Q96LK0,1
P60896,Q5JVF3,1
P05161,Q9UMW8,1
Q15645,Q6P9B6,1
Q9UJY1,Q9UBY9,1
P47897,Q12933,1
P83876,Q8TAI7,1
Q14005,Q8N6Y0,1
Q99750,Q9BR84,1
P60228,Q9HC44,1
Q96GX9,Q6ZVK8,1
O95751,Q9NVN8,1
Q9UI36,Q9UJ70,1
P17028,P13994,1
O14641,Q96CG3,1
Q13137,P60520,1
P12277,Q96DX5,1
Q9NP66,Q96A72,1
Q86YM7,Q9P2A4,1
P49910,Q9NWS9,1
P61978,Q9BTD8,1
Q13895,O94972,1
Q13287,O14964,1
P51946,P25786,1
O43809,Q8N684,1
P43364,Q9Y6M9,1
P46379,Q53G59,1
Q53G59,Q8TBB1,1
Q13257,Q9Y3Q8,1
P49407,Q14749,1
P62854,Q969E8,1
P62166,Q86UW9,1
O95198,Q53G59,1
Q14872,Q9BXS5,1
Q99961,Q9H788,1
Q9BW83,Q9Y547,1
P61964,Q9NS73,1
Q8N5R6,Q8N6Y0,1
Q15038,Q9H0E2,1
Q99750,P32242,1
P63279,Q9UKT9,1
Q96CW1,Q59EK9,1
Q12933,Q9UKG1,1
O14964,A9UHW6,1
Q12933,Q9H8Y8,1
O60763,Q6P1W5,1
Q9Y248,Q9BRT9,1
Q9NR12,Q9H0I2,1
Q12933,Q9Y4K3,1
P31947,Q96HA8,1
O43617,Q9UL33,1
Q13418,Q9NVD7,1
P30304,P41227,1
P43364,P58340,1
Q96H20,Q9BRG1,1
P62263,Q16594,1
Q92844,Q5D1E8,1
O43639,Q9NYB9,1
O95197,Q9NQC3,1
Q15038,Q8WV99,1
Q9P209,Q8TBB1,1
P06753,Q9BQD3,1
Q9UI14,Q8TBB1,1
Q8TBN0,Q96QF0,1
Q9BY43,Q9BSW7,1
P25791,Q9UPY8,1
O15372,Q9P2A4,1
Q13228,Q15645,1
Q99750,Q96C28,1
Q15654,O43639,1
P45973,Q9BWN1,1
O14964,O95751,1
Q9Y5B8,Q9BT92,1
P49366,P32969,1
Q9H8S9,Q9BQD3,1
Q13643,Q13155,1
P17482,Q99750,1
Q9BQY4,Q8WWR8,1
Q05516,Q9NP79,1
Q96CW1,Q9UHP6,1
O43707,Q9NPC6,1
Q15006,Q9Y3B6,1
P17028,Q9NWS9,1
Q99750,Q96HB5,1
P40692,O75152,1
Q15645,Q8IVS8,1
Q9UJ70,Q8TBB1,1
P10276,P28702,1
Q9UHV2,Q9P2K6,1
Q9UJW9,Q8N6Y0,1
Q12933,Q6FIF0,1
O75506,Q9Y3C0,1
P62195,P35398,1
Q9Y312,Q56P03,1
Q13485,O15198,1
P29692,P26641,1
O94972,Q96T60,1
Q15154,Q9NYB9,1
O94855,Q15437,1
P57086,Q9NX65,1
P23434,Q13287,1
Q99750,Q5TAQ9,1
Q8TBB1,Q96M61,1
Q13155,Q8TBB1,1
P43364,Q9NXH9,1
Q99750,Q9H9D4,1
P61978,Q9NQX5,1
Q9Y295,Q9H446,1
Q96CV9,Q9Y3C0,1
Q96GX9,Q8TBB1,1
Q9UNY5,Q9NWS9,1
Q14687,Q9P2K3,1
Q9UI14,Q9UNI6,1
Q9H267,Q9H9C1,1
Q92841,Q8TBB1,1
Q12933,O75604,1
Q15427,Q13435,1
P60520,Q9GZZ9,1
O94972,O43663,1
P37198,Q9Y3C0,1
Q96EZ8,Q15834,1
Q15645,O95865,1
P53618,O94972,1
Q15041,Q9BT40,1
Q7Z6G3,Q8TBB1,1
O43281,O75865,1
P60891,Q9NZD8,1
P43364,Q8N131,1
Q9UI14,Q6ZVK8,1
P37235,Q86UW9,1
Q9UJW3,Q9UHA3,1
P49674,O14641,1
P43364,Q9BQ70,1
Q99750,Q9H7H0,1
P24534,P26641,1
Q15038,Q9BSL1,1
Q9NYL2,Q8N184,1
Q96SL4,O43765,1
O00161,O76038,1
Q9H9D4,Q8NHQ1,1
Q9NR12,O00308,1
P21673,Q8TBB1,1
O14964,Q8N5R6,1
Q12983,P17152,1
O43639,Q9NZQ3,1
Q15645,Q96JB6,1
O75716,Q8N5Z5,1
Q9UMX1,Q9NWS9,1
P56545,Q15583,1
O75886,Q969R5,1
Q9Y5P3,Q96EQ0,1
Q9NYB9,Q9Y3C0,1
Q9UHY1,Q9Y3Q8,1
P46108,P62333,1
O14641,P04637,1
Q99750,Q9HB75,1
P62829,Q9P287,1
Q9NTM9,Q9NZD8,1
P43364,Q8TDX5,1
Q99750,O15015,1
Q08379,Q14134,1
Q99750,Q9NQX5,1
Q9UI14,Q9H8W4,1
P43364,Q8IYD9,1
P55735,Q96JE7,1
