Q12041	P40028
P39515	P32639
P43621	Q12040
P40993	Q03687
P32604	P25558
P32453	P14693
P47041	P22276
Q12129	P32774
P39735	P14284
P40460	Q02100
P16474	P04801
Q12146	P47976
P40075	Q06385
Q04472	P47042
P50946	P15180
P34760	P38300
Q12365	P38736
P49723	P32566
P38871	Q99222
P29539	P11972
P35203	Q07541
P29478	P23900
P32828	P38682
P39524	P53166
P38324	P20447
P49960	Q08818
Q05080	P20448
Q01855	Q03785
O60200	P38065
P38217	P17122
P35729	Q04233
Q08561	P38170
P48566	P53336
P53299	Q03370
P00330	P38636
P27692	P38817
P38820	Q04500
Q02939	P28004
Q08144	P40856
P53736	Q06410
P33333	P41808
P40955	P33323
P06778	P35732
P0C0W9	Q04839
Q07528	P53983
Q12461	P29340
P40496	P53900
Q00776	P16522
P32489	P49956
P16523	P12695
P53900	P02406
P53010	P38785
P36119	Q03656
P19736	Q02773
Q05778	P48565
P32522	P08018
P40987	P07267
P40561	P46673
Q02554	P33201
P40487	P38719
P32259	Q03162
P30775	P39077
P32495	P25649
P53157	P18898
P32773	Q12030
Q08490	P12689
P40016	P53044
Q03713	P13434
P50947	P12945
Q04372	P09201
P32910	Q06109
P47089	P38254
P38255	P22149
P39875	P34160
P36146	P40498
P07264	Q03308
P20095	Q12013
P53188	Q12206
P36019	P50947
P39007	P25644
P20435	P53983
P28495	P53239
P16451	Q04080
P32565	P25584
P25366	P41811
Q12246	Q04226
P53941	P38116
Q12389	P12962
P37254	P39952
Q12027	Q00764
Q04511	P04039
P07273	P53628
P26321	P32453
Q3E6R5	P07866
P21304	P40517
P38112	P48361
P14681	Q02803
P40858	Q08831
P0C5N3	P53507
P53854	P38783
P40568	Q04372
P35197	Q04279
P26637	Q06178
P53317	P00729
P40462	P35178
Q02776	P39965
P53140	P39520
P38212	P40019
P40366	Q08412
Q08977	P40565
P32489	P28791
P47089	P46973
Q12386	P10662
P07347	P69850
P38217	P39524
P38801	Q12118
P33749	P22139
Q07807	P40302
Q12297	P21734
P38162	P53136
P32599	Q07887
Q02205	Q12440
P53845	P33202
P32526	P53958
Q3E7A4	Q08981
P40055	P32660
P14359	Q04868
P47069	P00410
Q06163	P39526
Q99382	P49017
Q02775	Q06412
P33333	P47171
P60010	P0CY11
P38428	P38074
P52868	P39875
P51862	P04840
P53096	P38065
P21734	P34162
P53235	P14681
P11745	P16140
P53131	P43592
P06701	P32356
P23369	P33775
Q05635	P54838
Q12136	P00549
P53278	P41901
P12753	Q05543
P39731	Q04210
P12612	Q06675
P40106	P39083
P36018	P47123
P15705	P21339
Q08754	P46995
Q04493	P43321
P32461	P04911
P50276	Q04659
P00572	P40055
P13099	P53115
P46680	P31384
P04387	Q04472
P22515	P33416
P53125	P54074
Q06162	P06634
P38958	P53076
P38292	P38316
Q03785	Q04511
P13712	P38959
P0CX50	P07256
P48560	Q02792
P40512	Q6Q560
P21374	P47019
P40555	P41811
P52910	P49687
Q03687	Q06107
P53064	P38260
P36016	P02406
Q08754	P25389
Q07821	Q12476
P38130	Q12287
P52918	Q12102
P10663	Q03429
P53863	P53914
P53844	P33334
P47122	P38863
Q12186	Q04847
Q08965	P40318
Q07623	P32523
Q08746	Q12461
P48525	Q08754
P38324	P32529
P38427	Q12406
P46948	Q07879
P35207	Q08412
P32561	P40851
Q07821	P10664
P26448	P32855
Q12468	P40028
P40485	Q99299
P36115	P32795
P32911	Q12038
P39727	P35732
Q05040	Q05580
P34111	P53874
Q12487	P36048
P38089	Q12349
Q02516	P38293
Q03327	Q3E6R5
P36009	P39904
Q04431	Q00955
P40060	P04037
P36132	P32479
P53600	P39012
P38297	P07274
Q02753	P48240
P43563	Q08886
P25491	P34217
P32445	Q03973
P53235	Q08601
P53037	Q08471
Q04491	Q00539
Q02206	Q02884
Q99314	P32259
P25300	P40078
Q03824	P36123
P23201	Q07921
P32892	P17123
P40856	P21560
P38111	P47015
P30656	P12385
P36119	Q3E7B2
P53192	P25301
P07266	Q08816
P32769	P53189
P53733	P31377
P38736	P11710
P53165	P20606
P19659	Q02196
Q12415	P33418
Q08199	P20967
P39731	P21268
P38737	P40160
P38852	P34224
O14467	P23287
P38691	Q12038
P40010	Q06324
Q05468	P53196
P36148	P53855
P47042	P22149
P22515	P40208
P53734	Q05776
P13382	P39516
Q12403	Q06709
P05739	Q02821
P47165	Q04110
P53958	P47822
P10664	Q12176
Q06107	P38850
P47976	Q06107
P01097	P40457
P38818	P38630
P07281	P38341
P43132	P38341
P38086	P14741
P38144	P40991
P32613	P14747
Q12080	P53867
P32562	Q12016
P40562	P32325
P53239	P06105
P39940	P40361
P53949	Q02199
P40091	Q03768
Q05934	P40069
P38863	P25582
P42844	P13856
Q3E7X9	P00175
P43564	P31382
Q04049	P41735
P32902	P35845
P38960	P32419
P53146	P32794
P32492	P10962
P40486	P53188
Q08726	P38886
P34761	P38956
P52593	P53958
